Age,Married,Number of Dependents,Number of Referrals,Phone Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Unlimited Data,Paperless Billing,Payment Method,Total Revenue,Satisfaction Score,Churn Value,CLTV,Gender_Female,Gender_Male,Multiple Lines_No,Multiple Lines_Yes,Streaming TV_No,Streaming TV_Yes,Streaming Music_No,Streaming Music_Yes,Streaming Movies_No,Streaming Movies_Yes,Contract_mapeada,Offer_mapeada
33,1,0,0,1,0,0,1,1,1,1,0,1,1,791.74,4,0,5652,1,0,1,0,1,0,1,0,1,0,0,3
59,0,2,3,1,2,11,0,1,1,1,1,0,1,2653.34,3,0,3154,1,0,1,0,1,0,1,0,1,0,0,5
27,0,0,1,1,2,48,0,1,1,0,0,0,1,2398.09,5,0,5105,0,1,1,0,1,0,1,0,1,0,1,5
62,1,0,0,1,3,25,1,1,1,1,1,1,1,3619.98,3,0,5402,0,1,1,0,1,0,1,0,1,0,0,5
30,1,0,0,1,3,69,0,1,0,1,1,0,1,6507.0,4,0,4510,1,0,0,1,0,1,1,0,1,0,1,1
39,0,3,8,1,3,23,1,1,1,1,1,1,2,4068.2,5,0,4539,1,0,1,0,1,0,1,0,1,0,0,1
30,0,2,1,1,1,59,1,1,1,0,0,0,2,2462.95,5,0,3773,0,1,0,1,0,1,0,1,0,1,0,5
49,0,0,4,1,0,0,1,1,1,1,0,0,2,1969.17,4,0,4671,1,0,0,1,1,0,1,0,1,0,2,5
25,0,0,4,1,2,58,0,1,0,0,1,0,2,6366.73,4,0,4090,1,0,1,0,0,1,0,1,0,1,2,0
39,1,0,0,1,0,0,1,1,1,1,0,0,1,4940.280000000001,4,0,6025,0,1,0,1,1,0,1,0,1,0,2,0
61,0,1,5,1,3,24,0,0,0,0,1,1,2,10065.97,3,0,5671,0,1,0,1,0,1,0,1,0,1,2,0
47,1,0,0,0,2,27,1,1,0,1,1,0,2,649.4,3,0,3000,1,0,1,0,0,1,0,1,0,1,0,3
37,0,0,3,1,3,24,1,1,1,1,1,1,2,7143.58,5,0,5344,0,1,1,0,1,0,0,1,0,1,1,5
56,1,0,0,1,0,0,1,1,1,1,0,1,2,1065.15,3,0,2870,1,0,1,0,1,0,1,0,1,0,1,3
60,0,2,0,1,3,17,1,1,1,1,1,0,2,1368.5,4,0,5819,1,0,1,0,1,0,1,0,1,0,0,3
37,1,0,0,1,2,27,0,1,1,0,1,0,2,789.99,3,0,2237,1,0,1,0,1,0,1,0,1,0,1,5
29,0,2,8,1,3,59,1,1,0,1,1,1,2,4435.7,3,0,3280,1,0,0,1,0,1,0,1,0,1,0,5
31,1,0,0,1,1,21,0,1,0,0,1,0,1,4989.41,3,0,5806,1,0,0,1,0,1,1,0,1,0,1,5
35,1,0,0,1,1,21,1,1,1,0,1,1,1,236.87,3,0,2166,0,1,1,0,1,0,1,0,1,0,0,5
42,1,0,0,1,0,0,1,1,1,1,0,1,1,1909.68,4,0,5696,0,1,1,0,1,0,1,0,1,0,1,5
48,0,3,1,0,1,53,1,1,1,1,0,1,1,632.7,5,0,2069,1,0,1,0,1,0,0,1,0,1,0,3
41,1,0,0,1,2,19,1,1,0,0,1,1,1,4561.85,4,0,2047,1,0,0,1,0,1,0,1,0,1,1,5
47,1,0,0,1,0,0,1,1,1,1,0,0,1,2108.63,5,0,2691,1,0,1,0,1,0,1,0,1,0,1,5
49,0,0,10,1,0,0,1,1,1,1,0,1,2,1683.1799999999998,5,0,2403,0,1,1,0,1,0,1,0,1,0,1,5
33,0,0,6,1,2,7,1,1,1,0,1,0,2,3198.08,5,0,4352,1,0,1,0,1,0,1,0,1,0,0,5
32,1,0,0,1,2,17,0,1,1,0,1,0,2,689.45,3,0,3415,0,1,1,0,0,1,1,0,1,0,0,3
52,1,0,0,1,2,26,0,1,1,0,0,0,1,1282.67,4,0,4978,1,0,1,0,1,0,1,0,1,0,1,5
63,0,0,7,1,0,0,1,1,1,1,0,0,1,1280.48,5,0,2021,0,1,1,0,1,0,1,0,1,0,2,5
36,0,0,2,1,3,8,0,1,1,0,1,1,2,2455.72,3,0,5436,0,1,1,0,1,0,0,1,0,1,0,5
62,1,0,0,0,2,19,1,1,0,0,1,0,2,1304.85,4,0,4574,0,1,1,0,0,1,0,1,0,1,2,5
31,1,0,0,1,0,0,1,1,1,1,0,0,1,39.91,5,0,2810,0,1,1,0,1,0,1,0,1,0,0,5
35,0,5,2,1,3,53,1,0,1,0,1,1,2,8416.93,3,0,5266,1,0,0,1,1,0,0,1,0,1,0,5
44,0,0,9,1,0,0,1,1,1,1,0,1,1,3602.7800000000007,4,0,4455,1,0,0,1,1,0,1,0,1,0,1,5
61,0,2,3,1,3,19,1,1,1,1,1,1,2,171.40999999999997,3,0,5998,1,0,1,0,1,0,1,0,1,0,0,5
50,1,0,0,1,0,0,1,1,1,1,0,1,2,1081.84,5,0,3398,0,1,1,0,1,0,1,0,1,0,2,5
39,0,1,5,1,0,0,1,1,1,1,0,0,1,485.8,5,0,4950,0,1,0,1,1,0,1,0,1,0,2,5
41,0,0,0,1,0,0,1,1,1,1,0,0,1,1395.33,3,0,4848,1,0,1,0,1,0,1,0,1,0,1,5
53,1,0,0,1,3,25,0,1,1,0,0,0,2,3066.9300000000003,3,0,2426,0,1,0,1,1,0,1,0,1,0,0,5
35,1,0,0,1,3,16,1,1,1,1,1,1,1,1298.0,5,0,3574,1,0,0,1,1,0,1,0,1,0,0,5
62,1,0,0,1,3,6,0,0,0,1,1,0,2,6050.679999999999,3,0,5446,1,0,0,1,0,1,0,1,0,1,1,5
30,1,0,0,1,1,27,1,1,0,0,1,1,2,2348.6700000000005,3,0,4422,0,1,1,0,0,1,0,1,0,1,1,5
24,0,0,1,1,2,41,0,0,0,0,1,0,1,4594.46,3,0,5669,0,1,1,0,1,0,1,0,1,0,2,0
25,0,2,4,1,3,59,0,1,0,0,1,0,2,9426.94,3,0,6171,1,0,0,1,1,0,0,1,0,1,2,0
28,0,0,4,1,2,51,1,0,0,1,1,0,2,3358.36,4,0,3877,0,1,0,1,0,1,1,0,1,0,1,5
49,1,0,0,1,3,19,1,1,1,1,0,1,2,146.48000000000002,4,0,3154,0,1,1,0,0,1,1,0,1,0,0,5
38,0,0,4,1,2,9,0,1,0,0,1,0,2,617.86,3,0,5928,1,0,1,0,0,1,0,1,0,1,0,5
60,0,1,10,1,3,11,0,0,1,0,1,0,2,7230.219999999999,3,0,6194,0,1,0,1,1,0,1,0,1,0,1,0
38,0,1,3,1,1,12,1,1,1,0,1,1,1,354.25,3,0,3598,0,1,0,1,1,0,1,0,1,0,0,5
53,1,3,0,1,0,0,1,1,1,1,0,1,2,799.4499999999999,3,0,3965,0,1,0,1,1,0,1,0,1,0,0,5
21,0,3,4,1,0,0,1,1,1,1,0,0,2,1179.92,3,0,3402,1,0,1,0,1,0,1,0,1,0,0,5
50,0,3,9,1,3,57,1,0,1,0,1,1,2,6006.34,5,0,5546,0,1,0,1,0,1,0,1,0,1,1,5
32,1,0,0,1,0,0,1,1,1,1,0,1,1,2860.46,3,0,5293,0,1,1,0,1,0,1,0,1,0,1,5
24,0,0,3,1,3,59,1,1,1,1,1,1,2,830.12,5,0,4654,1,0,1,0,1,0,0,1,0,1,0,5
24,1,0,0,1,3,48,1,0,1,1,1,0,2,8631.88,3,0,4769,1,0,0,1,0,1,0,1,0,1,2,5
57,0,0,10,1,0,0,1,1,1,1,0,0,2,4340.87,3,0,4884,1,0,0,1,1,0,1,0,1,0,2,0
24,1,0,0,1,0,0,1,1,1,1,0,0,1,4168.13,5,0,5294,1,0,0,1,1,0,1,0,1,0,2,0
32,0,0,7,1,2,28,1,0,1,1,1,1,1,2993.4700000000003,4,0,2454,0,1,1,0,1,0,1,0,1,0,0,5
38,1,0,0,0,2,25,0,0,0,1,1,0,2,2386.04,3,0,5544,0,1,1,0,1,0,1,0,1,0,2,1
33,0,0,3,1,3,9,1,0,1,1,1,1,1,4678.38,4,0,3981,0,1,0,1,0,1,0,1,0,1,0,5
60,1,0,0,1,2,16,1,1,1,0,1,1,1,2364.64,3,0,2380,0,1,0,1,1,0,1,0,1,0,2,5
36,1,0,0,1,0,0,1,1,1,1,0,1,2,2633.63,3,0,2997,1,0,0,1,1,0,1,0,1,0,1,5
32,1,0,0,1,3,17,1,1,0,1,1,1,1,5344.06,3,0,5386,0,1,0,1,1,0,0,1,0,1,2,1
57,0,3,1,1,3,53,0,0,1,1,1,1,1,6455.52,3,0,4275,1,0,0,1,0,1,0,1,0,1,0,1
21,0,0,7,0,2,30,0,1,0,0,1,0,2,4121.08,4,0,4031,0,1,1,0,0,1,0,1,0,1,2,0
56,1,0,0,1,3,26,1,1,1,1,0,0,1,1551.95,3,0,5790,0,1,1,0,1,0,1,0,1,0,0,5
59,1,0,0,1,2,2,0,1,0,0,1,1,1,5220.25,4,0,5258,1,0,0,1,0,1,0,1,0,1,1,1
46,0,0,5,1,1,19,0,0,0,1,1,1,2,1727.35,3,0,3807,0,1,1,0,1,0,1,0,1,0,1,5
58,1,0,0,1,2,12,1,0,1,1,1,1,2,1101.09,5,0,4244,0,1,1,0,1,0,1,0,1,0,0,5
29,0,0,4,1,2,58,0,0,0,0,1,1,1,1772.08,4,0,2072,1,0,1,0,1,0,1,0,1,0,1,5
26,1,0,0,1,0,0,1,1,1,1,0,1,2,1087.62,5,0,3792,0,1,1,0,1,0,1,0,1,0,0,5
45,0,2,9,1,0,0,1,1,1,1,0,1,1,1655.59,5,0,4347,0,1,1,0,1,0,1,0,1,0,2,5
58,1,1,0,1,0,0,1,1,1,1,0,0,1,90.71,3,0,4725,0,1,1,0,1,0,1,0,1,0,0,5
23,0,3,10,1,3,27,0,0,1,1,1,0,2,3186.75,3,0,2817,1,0,1,0,1,0,1,0,1,0,0,5
40,0,2,7,1,0,0,1,1,1,1,0,0,1,4163.95,5,0,5975,1,0,1,0,1,0,1,0,1,0,2,1
52,0,2,9,1,0,0,1,1,1,1,0,0,1,3053.3900000000003,4,0,5406,0,1,1,0,1,0,1,0,1,0,2,0
19,0,2,7,1,2,59,0,1,1,1,1,1,2,907.16,3,0,5942,0,1,0,1,0,1,1,0,1,0,0,5
30,1,0,0,1,2,52,0,0,0,0,1,0,1,1643.14,3,0,5407,1,0,0,1,0,1,0,1,0,1,2,5
38,1,2,0,1,0,0,1,1,1,1,0,1,1,199.81,4,0,3478,0,1,1,0,1,0,1,0,1,0,0,5
19,0,0,5,1,2,30,1,0,1,1,1,0,1,1097.69,5,0,5558,0,1,0,1,1,0,1,0,1,0,0,5
21,0,0,6,1,3,47,0,1,1,1,1,1,2,2942.3,3,0,3131,1,0,1,0,1,0,1,0,1,0,0,2
46,1,0,0,0,2,8,0,1,1,0,1,0,0,1072.6,4,0,3898,0,1,1,0,1,0,1,0,1,0,1,2
62,1,0,0,1,2,29,1,1,1,1,0,1,2,300.8,4,0,4830,1,0,0,1,0,1,1,0,1,0,0,5
59,1,0,0,0,1,21,1,0,1,1,1,1,2,1677.85,5,0,2454,1,0,1,0,1,0,0,1,0,1,0,1
59,1,0,0,1,0,0,1,1,1,1,0,0,2,26.65,4,0,5084,1,0,1,0,1,0,1,0,1,0,0,5
57,1,0,0,1,2,24,1,1,1,1,1,0,0,409.67,3,0,3481,0,1,1,0,0,1,1,0,1,0,0,5
36,0,0,0,1,2,18,0,1,0,1,1,1,0,3630.04,4,0,4405,1,0,1,0,0,1,1,0,1,0,1,1
48,0,1,7,1,0,0,1,1,1,1,0,1,2,2043.75,4,0,3043,1,0,0,1,1,0,1,0,1,0,2,1
55,0,0,4,1,2,9,1,0,0,0,0,0,1,7710.15,4,0,5115,0,1,0,1,0,1,1,0,1,0,2,0
62,1,0,0,1,0,0,1,1,1,1,0,0,0,1552.66,5,0,4116,1,0,1,0,1,0,1,0,1,0,2,1
44,0,0,8,1,3,19,0,0,1,1,1,1,1,6408.299999999999,3,0,5267,1,0,0,1,1,0,0,1,0,1,0,1
63,1,0,0,1,1,9,0,1,0,0,1,1,2,5352.63,3,0,4910,1,0,1,0,1,0,0,1,0,1,1,5
41,1,0,0,1,0,0,1,1,1,1,0,0,1,690.05,3,0,2130,0,1,1,0,1,0,1,0,1,0,1,2
56,1,0,0,1,1,22,0,1,1,1,0,1,2,540.95,4,0,2182,1,0,0,1,1,0,1,0,1,0,0,5
29,1,0,0,1,1,59,1,1,1,1,1,1,1,1936.82,3,0,3130,0,1,0,1,1,0,1,0,1,0,1,2
21,0,0,1,1,0,0,1,1,1,1,0,0,0,43.06,3,0,2539,0,1,1,0,1,0,1,0,1,0,1,4
60,0,3,1,1,3,76,0,0,0,0,1,1,2,10430.99,3,0,4558,0,1,0,1,0,1,0,1,0,1,2,5
33,1,0,0,1,2,7,1,0,1,1,1,1,0,1067.62,5,0,4423,1,0,0,1,1,0,1,0,1,0,1,3
59,1,0,0,1,3,15,0,1,1,1,0,1,1,1467.32,3,0,5577,1,0,0,1,1,0,1,0,1,0,0,3
56,1,0,0,1,2,2,0,1,0,1,1,0,0,5747.98,4,0,2007,1,0,0,1,0,1,0,1,0,1,2,1
59,1,0,0,1,2,15,1,1,1,0,1,1,2,2124.42,4,0,2202,0,1,1,0,1,0,1,0,1,0,2,2
56,1,0,0,0,2,30,0,1,0,1,1,1,2,3196.0,4,0,5594,0,1,1,0,0,1,0,1,0,1,0,1
29,0,0,1,1,3,82,1,1,1,0,1,1,2,6904.75,4,0,4700,1,0,1,0,0,1,0,1,0,1,1,1
32,0,1,1,1,3,19,0,1,0,1,1,1,0,1935.38,4,0,5192,0,1,1,0,0,1,1,0,1,0,0,3
59,0,0,1,1,2,8,0,1,1,0,0,1,2,5007.63,4,0,4411,1,0,0,1,1,0,1,0,1,0,1,1
38,1,0,0,1,3,2,1,1,0,0,1,1,2,4806.7,3,0,3244,1,0,1,0,0,1,0,1,0,1,1,2
21,1,0,0,1,3,30,1,1,0,1,1,0,1,346.27,5,0,5806,0,1,1,0,1,0,0,1,0,1,0,4
47,1,0,0,1,3,26,0,0,1,1,1,1,2,4052.17,4,0,2709,0,1,0,1,0,1,0,1,0,1,1,2
60,0,0,0,1,1,20,0,0,0,0,1,1,1,2667.25,3,0,3945,0,1,0,1,1,0,1,0,1,0,2,2
33,1,0,0,1,2,12,1,1,0,0,1,0,1,3673.39,3,0,3459,1,0,1,0,0,1,0,1,0,1,2,1
25,1,0,0,1,2,48,1,0,1,1,0,0,2,1454.53,5,0,3185,1,0,1,0,1,0,1,0,1,0,0,3
58,0,0,1,1,2,21,0,0,1,0,1,0,2,8366.45,4,0,5012,0,1,0,1,0,1,0,1,0,1,2,5
26,0,0,1,1,0,0,1,1,1,1,0,1,1,938.45,5,0,2483,0,1,1,0,1,0,1,0,1,0,0,3
24,1,0,0,1,0,0,1,1,1,1,0,1,2,1613.47,3,0,2574,1,0,1,0,1,0,1,0,1,0,2,1
53,0,0,1,1,3,4,0,1,1,1,1,0,2,1708.5,3,0,2362,1,0,0,1,1,0,1,0,1,0,0,3
26,1,0,0,1,3,59,1,0,1,0,1,1,1,5210.639999999999,3,0,4812,0,1,0,1,0,1,0,1,0,1,1,2
20,1,0,0,1,2,48,1,0,1,1,0,1,2,907.33,3,0,5007,1,0,1,0,1,0,1,0,1,0,0,3
63,1,0,0,1,0,0,1,1,1,1,0,0,0,3869.65,3,0,6355,1,0,0,1,1,0,1,0,1,0,2,1
26,0,2,9,0,2,52,1,1,1,1,1,0,1,467.85,3,0,4134,0,1,1,0,1,0,1,0,1,0,0,3
56,1,0,0,1,3,15,1,1,1,1,1,1,2,211.09,3,0,2228,1,0,1,0,1,0,1,0,1,0,0,5
23,1,3,0,1,1,73,1,1,1,0,1,1,1,722.3800000000001,3,0,5108,1,0,1,0,0,1,0,1,0,1,0,4
45,0,0,1,1,3,9,0,0,0,1,1,1,2,7512.43,3,0,4778,0,1,0,1,1,0,1,0,1,0,1,1
25,1,0,0,1,3,52,1,1,1,1,1,1,2,584.0,3,0,4704,0,1,1,0,1,0,1,0,1,0,0,4
28,0,2,5,1,0,0,1,1,1,1,0,0,2,4344.46,5,0,5267,1,0,1,0,1,0,1,0,1,0,2,5
42,0,3,3,1,0,0,1,1,1,1,0,0,1,2154.4,4,0,6393,0,1,1,0,1,0,1,0,1,0,2,5
26,0,0,6,1,0,0,1,1,1,1,0,1,1,3448.16,4,0,4811,0,1,0,1,1,0,1,0,1,0,1,5
25,0,3,9,1,2,41,1,1,1,1,1,1,1,6565.93,5,0,5057,1,0,0,1,0,1,0,1,0,1,0,5
47,1,0,0,1,2,5,0,1,1,1,1,0,2,1917.85,4,0,3921,0,1,0,1,1,0,0,1,0,1,0,3
24,1,0,0,0,2,52,1,1,1,1,1,1,0,190.1,5,0,2323,0,1,1,0,1,0,1,0,1,0,0,4
30,0,0,4,1,2,51,0,1,0,0,1,0,0,6095.11,4,0,4226,0,1,1,0,0,1,1,0,1,0,2,5
64,0,0,3,1,0,0,1,1,1,1,0,0,2,3588.29,5,0,5065,1,0,0,1,1,0,1,0,1,0,2,5
62,1,0,0,1,3,18,0,0,0,1,1,0,2,3036.35,4,0,3171,0,1,0,1,1,0,1,0,1,0,1,2
56,0,0,3,1,3,10,0,1,1,1,1,1,0,7043.040000000001,3,0,5417,1,0,0,1,0,1,0,1,0,1,0,5
21,0,0,10,1,1,52,0,1,0,0,1,0,1,6486.1,4,0,6466,0,1,0,1,1,0,0,1,0,1,2,5
54,0,1,7,1,3,13,1,0,1,1,1,0,2,4068.68,3,0,3760,0,1,0,1,0,1,1,0,1,0,0,5
64,1,0,0,1,2,29,0,1,0,1,1,0,1,1650.6,3,0,2120,0,1,1,0,1,0,0,1,0,1,0,3
43,0,2,8,1,0,0,1,1,1,1,0,0,2,3809.0,4,0,5907,1,0,0,1,1,0,1,0,1,0,2,5
58,1,1,0,1,3,11,0,0,1,0,0,1,2,6966.87,4,0,5915,0,1,1,0,0,1,0,1,0,1,1,5
39,1,0,0,1,0,0,1,1,1,1,0,0,0,560.23,5,0,3799,0,1,1,0,1,0,1,0,1,0,1,3
25,0,2,9,1,2,51,1,0,1,1,1,1,1,203.01,3,0,3654,1,0,1,0,0,1,1,0,1,0,0,4
43,1,0,0,1,0,0,1,1,1,1,0,1,0,977.35,5,0,3848,0,1,1,0,1,0,1,0,1,0,0,2
58,1,0,0,1,2,15,0,1,1,1,1,1,0,1967.65,3,0,5039,0,1,0,1,1,0,0,1,0,1,0,5
20,0,0,8,0,2,59,0,1,1,1,1,0,2,629.35,4,0,3766,1,0,1,0,1,0,1,0,1,0,0,3
63,0,1,9,1,3,20,0,0,1,1,1,1,2,6867.5,4,0,5915,1,0,0,1,0,1,0,1,0,1,0,5
60,0,3,6,1,3,53,1,0,0,1,1,0,2,3027.85,5,0,2404,1,0,0,1,1,0,1,0,1,0,1,5
60,0,0,10,1,3,13,1,1,0,0,1,0,2,6311.63,5,0,4534,1,0,0,1,0,1,0,1,0,1,2,5
62,1,0,0,1,0,0,1,1,1,1,0,0,2,66.04,3,0,5820,0,1,1,0,1,0,1,0,1,0,0,4
39,0,0,9,1,2,24,0,1,0,0,1,1,1,6893.39,4,0,6361,1,0,0,1,0,1,0,1,0,1,2,5
57,1,0,0,1,0,0,1,1,1,1,0,0,1,1210.23,3,0,2618,1,0,1,0,1,0,1,0,1,0,2,5
22,1,0,0,1,2,51,1,0,1,1,1,1,1,129.99,5,0,5870,0,1,1,0,1,0,1,0,1,0,0,4
49,0,0,0,1,3,23,0,1,1,0,1,1,2,247.71,3,0,5251,1,0,1,0,1,0,1,0,1,0,0,4
26,0,0,1,1,1,73,1,0,1,1,1,1,2,1174.66,3,0,3097,1,0,1,0,1,0,1,0,1,0,0,3
61,0,1,6,1,3,30,1,1,1,0,1,1,1,7501.08,4,0,6166,0,1,1,0,0,1,0,1,0,1,2,5
47,0,0,4,1,1,20,1,0,0,0,1,1,2,5240.56,4,0,4222,0,1,0,1,0,1,1,0,1,0,2,5
56,0,3,3,1,3,21,0,0,0,0,1,0,2,9679.97,3,0,6349,0,1,0,1,0,1,0,1,0,1,2,5
23,0,2,5,1,0,0,1,1,1,1,0,0,1,3396.46,4,0,4392,0,1,0,1,1,0,1,0,1,0,2,5
34,1,0,0,0,2,25,0,0,0,0,1,1,2,2879.2,3,0,5183,1,0,1,0,0,1,1,0,1,0,1,5
20,0,1,10,1,0,0,1,1,1,1,0,0,1,126.25,3,0,4573,0,1,1,0,1,0,1,0,1,0,0,5
32,0,3,4,1,3,52,0,1,1,1,0,1,2,8444.03,3,0,5735,1,0,0,1,0,1,0,1,0,1,2,5
28,0,0,5,1,2,69,0,0,1,0,1,0,1,3241.8500000000004,4,0,4702,1,0,1,0,1,0,1,0,1,0,2,5
25,0,2,6,1,0,0,1,1,1,1,0,1,1,2913.8500000000004,4,0,4603,1,0,1,0,1,0,1,0,1,0,2,5
59,0,0,7,0,2,24,0,1,0,0,1,0,1,2234.55,3,0,3671,0,1,1,0,0,1,0,1,0,1,1,5
47,0,0,3,1,0,0,1,1,1,1,0,1,2,1122.15,4,0,5682,0,1,1,0,1,0,1,0,1,0,1,5
44,1,0,0,1,0,0,1,1,1,1,0,1,2,2474.4,3,0,4904,1,0,1,0,1,0,1,0,1,0,1,5
55,1,0,0,1,1,29,1,1,1,1,1,1,1,104.99,5,0,2438,0,1,1,0,0,1,0,1,0,1,0,5
25,0,0,0,1,3,59,0,1,0,1,1,1,2,9125.12,3,0,5551,1,0,0,1,0,1,0,1,0,1,2,5
50,0,1,2,1,0,0,1,1,1,1,0,0,1,3618.46,3,0,6144,0,1,1,0,1,0,1,0,1,0,2,5
54,1,0,0,1,2,30,1,1,0,0,1,0,1,110.15,5,0,2900,1,0,1,0,0,1,0,1,0,1,1,5
62,0,2,9,1,3,18,1,0,0,0,1,1,2,3979.3,4,0,3094,1,0,0,1,0,1,0,1,0,1,0,5
42,1,0,0,1,0,0,1,1,1,1,0,0,1,3733.59,3,0,6036,0,1,1,0,1,0,1,0,1,0,2,5
20,1,0,0,1,1,59,0,0,0,0,1,0,2,6528.66,3,0,5082,0,1,0,1,1,0,1,0,1,0,1,5
60,1,0,0,1,2,22,1,0,0,0,1,0,2,5568.3,4,0,5466,1,0,0,1,0,1,0,1,0,1,2,5
19,0,1,6,1,3,47,1,0,0,0,1,1,2,10275.12,4,0,6060,0,1,0,1,0,1,0,1,0,1,2,5
37,0,0,5,1,2,17,0,1,1,0,1,1,2,8526.9,3,0,5880,1,0,0,1,0,1,0,1,0,1,2,5
50,1,0,0,1,3,25,1,1,1,1,0,0,2,509.0,3,0,3469,1,0,0,1,1,0,1,0,1,0,0,5
42,0,0,6,0,2,27,0,0,0,1,1,0,2,1367.75,4,0,5623,1,0,1,0,0,1,0,1,0,1,1,5
55,0,0,7,1,3,18,1,0,0,0,1,1,1,8273.24,3,0,5444,0,1,0,1,0,1,0,1,0,1,2,5
26,0,0,9,1,1,59,0,0,1,0,1,1,1,5412.62,3,0,5313,1,0,1,0,1,0,1,0,1,0,2,5
41,0,0,10,1,1,29,0,1,0,0,1,1,1,4704.05,3,0,2934,1,0,1,0,0,1,0,1,0,1,2,5
47,0,3,5,1,0,0,1,1,1,1,0,0,2,4045.81,5,0,4131,1,0,1,0,1,0,1,0,1,0,2,5
57,1,0,0,1,1,3,1,1,0,1,1,1,2,2737.61,3,0,3354,1,0,1,0,0,1,1,0,1,0,0,5
48,1,0,0,1,1,23,0,0,0,0,0,1,1,3932.15,4,0,3235,1,0,1,0,1,0,0,1,0,1,1,5
32,0,0,6,0,2,26,1,0,0,1,1,1,1,2049.05,4,0,3844,0,1,1,0,1,0,0,1,0,1,1,5
50,1,0,0,1,2,18,0,1,1,0,1,1,2,5777.68,3,0,2667,0,1,0,1,1,0,0,1,0,1,1,1
32,0,1,3,1,0,0,1,1,1,1,0,0,1,230.02,5,0,5359,1,0,1,0,1,0,1,0,1,0,2,3
47,1,0,0,1,0,0,1,1,1,1,0,1,1,244.52,3,0,3331,0,1,1,0,1,0,1,0,1,0,0,5
27,1,0,0,1,0,0,1,1,1,1,0,0,1,165.33999999999995,4,0,5756,1,0,0,1,1,0,1,0,1,0,0,5
47,1,0,0,1,2,27,0,1,0,1,1,1,2,908.04,3,0,4490,0,1,1,0,1,0,0,1,0,1,0,5
42,0,3,1,1,3,76,0,0,0,1,0,0,1,4559.39,4,0,5288,0,1,1,0,1,0,0,1,0,1,1,5
35,0,0,4,1,2,30,0,0,0,0,1,1,2,6542.5,3,0,4053,0,1,1,0,1,0,1,0,1,0,1,1
21,0,0,9,1,0,0,1,1,1,1,0,1,2,683.75,4,0,3831,1,0,1,0,1,0,1,0,1,0,0,3
33,0,0,5,1,0,0,1,1,1,1,0,1,2,4789.42,4,0,4015,1,0,0,1,1,0,1,0,1,0,2,5
61,0,0,2,0,1,6,0,0,1,0,1,1,2,2151.6,3,0,5656,1,0,1,0,0,1,1,0,1,0,1,1
47,0,0,6,1,1,4,1,1,0,0,1,0,2,2116.94,5,0,5140,1,0,1,0,1,0,1,0,1,0,0,3
28,0,0,8,1,0,0,1,1,1,1,0,0,2,2423.09,3,0,5398,1,0,1,0,1,0,1,0,1,0,2,5
56,0,0,8,1,2,7,0,1,1,0,0,1,1,1561.16,4,0,3733,0,1,1,0,1,0,1,0,1,0,1,3
19,1,0,0,0,1,52,1,1,1,1,1,1,1,25.15,5,0,3513,1,0,1,0,1,0,1,0,1,0,0,5
57,1,0,0,1,0,0,1,1,1,1,0,0,2,3247.66,3,0,6059,0,1,0,1,1,0,1,0,1,0,2,5
45,1,0,0,0,2,7,0,1,1,0,1,1,1,1748.9,3,0,5052,0,1,1,0,1,0,1,0,1,0,1,1
22,0,0,6,1,3,71,1,0,1,1,1,0,2,1565.9,5,0,4891,1,0,1,0,1,0,1,0,1,0,0,5
56,1,0,0,1,0,0,1,1,1,1,0,0,2,1402.08,3,0,5363,0,1,1,0,1,0,1,0,1,0,2,5
64,0,0,2,0,2,8,0,0,0,0,1,0,1,560.5,4,0,4740,1,0,1,0,0,1,1,0,1,0,2,5
55,1,0,0,1,0,0,1,1,1,1,0,0,1,329.28,3,0,3087,1,0,1,0,1,0,1,0,1,0,2,5
20,0,0,5,1,2,71,0,1,0,1,1,1,1,6393.61,3,0,4515,0,1,1,0,0,1,0,1,0,1,1,1
27,0,0,3,1,0,0,1,1,1,1,0,0,1,1748.29,4,0,5145,1,0,1,0,1,0,1,0,1,0,0,5
39,0,0,5,1,3,11,1,1,0,1,1,1,1,6197.04,3,0,6354,1,0,0,1,0,1,0,1,0,1,1,1
58,1,0,0,1,0,0,1,1,1,1,0,1,1,736.4000000000001,4,0,2831,0,1,1,0,1,0,1,0,1,0,2,5
21,0,0,0,0,2,42,1,0,1,1,1,1,2,2553.35,3,0,5528,1,0,1,0,0,1,0,1,0,1,0,1
51,0,0,5,1,1,22,0,0,0,1,1,0,1,5852.46,3,0,5441,1,0,0,1,1,0,1,0,1,0,2,5
43,0,2,3,1,0,0,1,1,1,1,0,1,2,434.17,5,0,2606,0,1,1,0,1,0,1,0,1,0,0,5
38,0,0,8,0,1,15,0,1,0,0,1,0,2,4549.05,4,0,4147,0,1,1,0,0,1,0,1,0,1,2,5
59,0,0,9,1,0,0,1,1,1,1,0,1,2,4331.48,5,0,4845,0,1,1,0,1,0,1,0,1,0,1,0
43,1,0,0,1,0,0,1,1,1,1,0,1,2,601.31,4,0,4283,1,0,1,0,1,0,1,0,1,0,0,5
59,1,0,0,1,3,28,1,1,1,1,1,1,1,717.28,5,0,5841,1,0,0,1,1,0,1,0,1,0,0,5
28,0,0,9,1,3,59,0,0,0,1,1,1,2,6388.38,3,0,2319,0,1,0,1,0,1,0,1,0,1,0,1
